text,label
A travel essentials kit includes a durable luggage tag.,0
Pick gift sets with prices varying from $30 to $150.,0
Women's Acid Wash Scoopneck Sweater,0
Dog Whistles & Lanyards,0
"Order soon, only 1 left!",2
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",4
 EVO SP All EVO SP parts and accessories ,0
"Invest in portable telescopes with smartphone adapters, available since November 2021.",0
6 others have already bought this deal today!,4
"Be part of the best family ever & enjoy 15% in VIP Benefits on every order, every day. That's 10% Instant Savings plus 5% back in Rewards Cash on everything. Plus, enjoy 90 days to test run your shoes, socks, and insoles. And so much more! Join today for just $1.99 your first year.  ",5
1 left in stock,2
"No, I'll rather pay full price.",3
Trending Players,0
 Menu Search ,0
Pleated Skirts,0
Your order is reserved for 09:56 minutes!,1
"Upgrade gardening tools with undercover smart plant sensors, available since February 2023.",0
ONLY 3 LEFT! GET IT NOW!,2
"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",3
Only 1 items left,2
Customers also bought,3
"Yes, I Want To Save Money!No Thanks",3
 info@chainedandable.com ,0
"Trey in Columbia, United States purchased Leather Cord Capsule",4
ONLY 3 LEFT IN STOCK.,2
*Only 2 left in stock. Don't miss out!,2
Only 3 pieces in stock!,2
Baby Size Guide,0
 Books About Indian Culture ,0
"Someone in Culgoa, Australia purchased Savelli Epic Mens Comfortable Leather Lace Up Boots Made In Brazil",4
1626 people seeing this product right now,4
Hurry Up! Only 1 Piece Left,2
"Hurry, only 1 left in stock!",2
only 7 pieces left,2
99 people are looking at this right now,4
Price Guaranteed For DAYS/HRS/MINS/SECS,1
"Explore mysterious scents with incognito aromatherapy, blending into the ambient atmosphere, released in the enigmatic home aromatherapy series.",0
ONLY 4 LEFT IN STOCK,2
"Select hydration packs with built-in water filters, available since June 2020.",0
"Nancy in Pennsylvania purchased 24"" Italian Sterling Silver Milano Twist Adjustable Chain",4
ONLY 12.5M LEFT IN STOCK!,2
HURRY! YOUR 10% OFF EXPIRES IN 29:43,1
Summary,0
Shop Tops by Pattern,0
Invest in camera lenses with focal lengths ranging from 24mm to 100mm.,0
HURRY! ONLY 14 LEFT IN STOCK.,2
Hurry! Only 1 left in size M!!,2
Theresa from Botkins just bought Panoply 14918 A-line Lace Formal Dress,4
Availability: Only 1 Left,2
Trending now! Added to basket 38 times today,4
Limited Quantity Available,2
"No thanks, I don't want any deals",3
Offer ends in 9hrs 55min 29sec!,1
 read you will want to read -- Five Book Group Favourites * Sunday Post *,0
Wireless Microphone,0
Choose fitness trackers with battery life ranging from 5 days to 2 weeks.,0
Availability: Low Stock,2
Only 2 Left in Stock,2
Hurry! Only 6 left in stock!,2
 Summer Simple Breathable Socks ,0
3 people bought this item last week.,4
"NO THANKS, I'D RATHER PAY FULL PRICE",3
American Diamond Earrings,0
Discontinued Item,0
DEAL ENDS IN 40:55:13,1
Only 1 left.,2
Low Stock Only 2 left,2
"Pick confidential notebooks with hidden compartments, introduced in the enigmatic writing essentials collection.",0
 Amethyst Beads ,0
__________,0
My AccountSign-in to your account,0
I don't want a discount,3
"If you wish to cancel a membership, please contact our Customer Services Department on UK: +44 808 164 8264 (standard local call charges will apply) or via email on customer.service@beautypie.com. You can also contact the Customer Services Department by post at: Beauty Pie Limited, Customer Service Department, The Point, 210 New Kings Road, London SW6 5NZ, United Kingdom. Please quote your order number in all correspondence.",6
"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",4
"Easy, awesome! ready to go. Held a charge first night",0
About Ruth Hogan,0
Your order is reserved for 09:58 minutes!,1
" well, this is awkward. ",0
"How do I cancel my membership? We are confident you will enjoy your Premium Membership. If for any reason you are not completely satisfied within the first 30 days of your paid Annual Membership, we will refund 100% of your membership fee no questions asked. After 30 days we will refund your membership fee on a pro-rated basis. There are no refunds on Monthly Memberships. To obtain a refund, please contact us at 1-855-253-0822 or by email at wwgoasubscription@program-director.net.",6
210+ bought,4
(Only 1 left!),2
"No thanks, I hate cool stuff",3
3 Left!,2
"WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.",5
Viewed 1040 times in the last 7 days,4
#NAME?,0
 WWE New Arrivals ,0
Certified Face Masks,0
"Prior to the automatic renewal and billing, we will notify you in advance (via the email you used at the time of enrollment) of (i) the pending renewal, (ii) the then current fees and charges applicable to the Passport Program, and (iii) where you may find more information about the Passport Program. We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you.",6
"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",4
"No, I Don't Like Discounts",3
"I DON'T LIKE FREE GIFTS, NO THANKS",3
I am very pleased with the service I received.,0
Influencer Program,0
GCC Compliance,0
1 LEFT IN THIS SIZE,2
Add to Your Gift and We'll Ship it For Free!,3
Animals & Action Figures,0
Low Stock â€“ Selling Fast,2
Stay on Next.co.uk,0
Enhance your gaming experience with the latest video games and gaming accessories.,0
"Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime. ",0
Optimize your gaming setup with a gaming mouse featuring customizable buttons.,0
 Highlight Hover ,0
Only 5 left!,2
 Short,0
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",4
2 people are looking right now,4
"Someone in Chambersburg, Pennsylvania purchased",4
Amazing service and quality! Lee up the excellent work.,0
ONLY A FEW LEFT,2
"No thanks, I'd like 0% off",3
Someone in Castle Hill bought a Philips Essential LED Downlight Kit | 5W 4000K few hours ago.,4
Low Stock! Only 3 left.,2
LIMITED TIME OFFER!,1
"No thanks, I don't like saving money",3
 Rudraksha Recommendations ,0
"No thanks, I don't like saving money",3
Your order is reserved for 29:52 minutes!,1
Shop Plus Shorts by Pattern,0
"Browse strategy board games with cooperative gameplay options, introduced in the collaborative gaming series.",0
 Polar Lights II ,0
"No Thanks, I'd Rather Pay Full Price",3
1 LEFT,2
Someone in Spain purchased,4
Juniors' Shoes,0
Only 4 left,2
(Only 1 left!),2
 Circa Punches ,0
Hurry Up ! Time is running out,1
"By clicking Sign Up, you agree to receive marketing text messages from Southern Tide at the number provided, including messages sent by autodialer. Consent is not a condition of any purchase. Message and data rates may apply. Message frequency varies. Reply HELP for help or STOP to cancel. View our Privacy Policy and Terms of Service.",0
"Hurry, before it is gone! Limited time remaining!",1
Frequently Asked Questions,0
3DAYS124606,1
"Browse inconspicuous lunchboxes designed to resemble ordinary office supplies, launched in the undercover dining collection.",0
Sign up to stay up to date on all White Cloud news and savings!,0
 Soft Toys ,0
Find coffee makers with brewing capacities ranging from 4 to 12 cups.,0
5338 people bought this,4
Synthesis XCT Alloy Front Wheel,0
"Sorry, this is out of stock. You just missed it.",2
2 viewed per hour,4
"Business, Office & Industrial",0
"Choose eco-friendly cleaning supplies sold individually or in sets of 3, 5, or 10.",0
38 people are viewing this,4
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",4
Add on something to make it extra special!,3
Flash Sale ends in SHOP NOW  ,1
Other Applications,0
Hurry up! Discount Ends in DAYS HRS MINS SECS,1
Hurry up! Only 11 items left,2
"Only 5 left , In Stock",2
LIMITED TIME: $10 OFF! DISCOUNT REFLECTED IN PRICE!,1
Holland Cooper,0
"Explore health and wellness products, from fitness equipment to nutritional supplements.",0
Shotgun Bore Mops,0
"I’ve read and accept the terms & conditions * , I also authorize Bosley to contact me by phone or text utilizing automated dialing equipment, as well as by email or mail with information about appointments, products, services, news or promotions. I also agree to Bosley's Terms of Service. Otherwise, call Bosley at 800-985-6405 to request your FREE information kit or to schedule your FREE no-obligation consultation.",7
1044 sold in past 12 months,4
"Someone from Cape Town, Western Cape, South Africa just started buying Packable Travel Duffel Bag! 5 minutes ago",4
Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,4
Only 4 unit(s) available!,2
AboutOur StoryOur MissionOur ProductsIn the News,0
"No thanks, I’d rather pay full price.",3
"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",6
Necessary Protection..,3
"No thanks, Iâ€™d rather pay more",3
67% offers claimed. Hurry up!,2
or,0
Only 1 left.,2
"touching, funny and romantic",0
"There is no commitment and no minimum to buy. Please note exact shipment times may vary. To customize this program or future shipments, call customer service anytime at 1-800-THICKEN (844-2536).",6
Only 7 left in stock!,2
DEAL ENDS IN 40:55:13,1
Epilepsy Safe Profile: this profile enables people with epilepsy to safely use the website by eliminating the risk of seizures resulting from flashing or blinking animations and risky color combinations.,0
Beetle Remotes,0
Only 5 left in stock,2
"Make a splash with our swim collection, featuring the latest in beach fashion.",0
Price Guaranteed For DAYS/HRS/MINS/SECS,1
"Due To HIGH Demand, Cart Expires In: 08:41",1
Soft Flexible (Classic) ,0
lego harry potter,0
Only 20 left,2
Over 38 bought,4
SAA Standard Membership - Credit/Debit Card - Automatic Annual Fee,0
Highline Double Wheel Bag,0
Discover the thrill of outdoor adventures with hiking and nature exploration.,0
ALMOST GONE - only 2 remaining!,2
Check out the latest sale items for unbeatable prices on fashion essentials.,0
"Accessorize with wristwatches available in different case diameters, ranging from 38mm to 44mm.",0
Only 2 items left,2
Buy with humm.,0
"No thanks, I don't want to save up to 75%",3
SRX Remotes,0
Discover the versatility of hoodies and sweatshirts for a laid-back look.,0
"No, I don't want a discount",3
Other Promotions,0
Computer Accessories,0
Selling Fast,2
Search for similiar products,0
Screen print graphics,0
Only 1 Item(s) left,2
Shop Safely And Securely,0
Would you like to purchase an Extended Protection Plan?,3
"Discover cork yoga blocks with natural antimicrobial properties, part of the sustainable fitness accessories.",0
Add your favourites to cart,0
"Only 3 left , In Stock",2
Only 4 left at this price,2
Someone in Yanchep bought a 52mm Mechanical 'Performance' Boost Gauge - Blue/White 9 seconds ago,4
Limited Time Only Â· Online Only,1
 Home » ,0
Promote mental well-being through mindful meditation practices.,0
Only 1 items left in stock!,2
Please Order Within: 0 0 : 0 2 : 4 1 : 10 65,1
"Personalize your home gym with adjustable dumbbell sets, manufactured in March 2023.",0
11 11 Hours: 00 22 Minutes: 3223 3223 Seconds,1
Flash Sale - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,1
"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",3
Special sale ends in,1
Color Block,0
Your cart is reserved for 09:35 minutes.,1
 shop all ,0
"Explore incognito essential oil diffusers designed as minimalist sculptures, released in the artful home aromatherapy series.",0
"By signing up via text, you agree to receive recurring automated promotional and personalized marketing text messages from SPANX®. Msg & data rates apply. View Terms of Use & Privacy Policy.",0
"No thanks, I don't like good deals.",3
 Cases for Magsafe Refine by Product Type: Cases for Magsafe ,0
Real time 30 Visitor right now,4
Low in stock: only 1 left.,2
Only 3 left in stock,2
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",3
227 Bought Already,4
"no thanks, I'll save money another day",3
New In Special Occasion,0
Only 1 left in stock.,2
Canvas Wall Art,0
ONLY 2 LEFT,2
5 LEFT,2
"no thanks, I hate fun & games",3
10 SEATS LEFT,2
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",4
 Food ,0
A fitness app features workouts ranging from 10 to 60 minutes.,0
Signup for email updates from Car and Truck Remotes!,0
